id,genre,track_name,artist_name,valence,energy
1bzFjrI7CYXDcyEYY2iT7M,classical,"Piano Concerto in F-Sharp Minor, Op. 20: I. Allegro",Alexander Scriabin,0.0398,0.0535
4v3o4IJt1VRDNiM2LCoOXV,classical,"Symphony No.5 In C Minor, Op.67: 1. Allegro con brio",Ludwig van Beethoven,0.187,0.305
3wcoGdd2Ff7wq76TyQfLko,classical,Piano Sonata No.2: 4. Vif,Maurizio Pollini,0.17,0.102
6vLlOXB8mM3kx4ZfqdGsbH,classical,"Baldr, Op. 34: Act I: The Creation of Man",Jón Leifs,0.0315,0.00108
3pDcfGFaFitzMZZ3xj5HoQ,classical,Shepherds Hey,Percy Grainger,0.886,0.218
4rwpZEcnalkuhPyGkEdhu0,club,Scary Monsters and Nice Sprites,Skrillex,0.324,0.944
5y1jZxXIpECpclpbA76zVm,club,Party Rock Anthem,LMFAO,0.352,0.736
6zlOUIqcU6juXFww9UNpJK,club,Five Hours,Deorro,0.575,0.821
7kXmJwrZGIhDaLT9sNo3ut,club,Hey Boy Hey Girl,The Chemical Brothers,0.363,0.92
59mrqUmhpmcfUns8BKkV30,club,Alive,Krewella,0.57,0.828
5JEyMbmqdPeD7FlyLv3fGp,club,Clarity,Zedd,0.176,0.781
0U0ldCRmgCqhVvD6ksG63j,club,Nightcall,Kavinsky,0.361,0.874
5gUhWFZCwtxk78xGfAluBQ,club,You,Gold Panda,0.655,0.955
6mdwPV2pxF5o1WuA9ukTpC,club,Smack My Bitch Up,The Prodigy,0.275,0.993
3tynLfCMPGbkMKLm9p960T,club,Old 45's,Chromeo,0.597,0.654
1JY6B9ILvmRla2IKKRZvnH,club,Sad Machine,Porter Robinson,0.327,0.706
7b71WsDLb8gG0cSyDTFAEW,club,Summer,Calvin Harris,0.72,0.861
0GSU6yLOJqO10ziQuBLWOE,club,One Day (Vandaag) - Radio Edit,Bakermat,0.57,0.594
2yE41eWq0lz0HIEbDPZngE,club,Baby I'm Yours,Various Artists,0.819,0.807
1EQUFBHa4jDUyQSCxRFkEz,club,Get Free (feat. Amber of Dirty Projectors),Major Lazer,0.802,0.538
1sMlXguBgXKArge6SoW9pE,comedy,Valentine's Day,Lewis Black,0.0401,0.812
0ujxLlWJz9DgTkIRRKzzGL,comedy,"Mushrooms, Vegan",Shane Mauss,0.155,0.949
6jsxdPGKj6oO7FOpYxoCDE,comedy,Grindr,Sandra Bernhard,0.367,0.665
7eUuLYPGNpjsruK27p7smy,comedy,I Miss Michael Jackson,Lisa Lampanelli,0.416,0.707
3GirM1FjOy4NEgcu0hV8sM,comedy,"Episode 1 ""First To Welcome""",T.J. Miller,0.474,0.841
75VJonM927sxlOyE8cR8Qe,comedy,Romance,Anthony Jeselnik,0.254,0.848
2eWzptOJ0zvN3pokKXvV6g,comedy,Oprah's Favorite Things,Kathy Griffin,0.418,0.654
6W4V7BiQv7hcVFQxDPVi78,comedy,Weddings,Jim Gaffigan,0.234,0.981
1EY6BhM80c2PsobqxKY5JW,comedy,A Present for Mr. Phyllis,Joan Rivers,0.784,0.487
3o6DZhZlx6v7OA6ecImt9P,comedy,Hooked On Phonix - Live,Brian Regan,0.351,0.543
2WCNV7XBKv5P58Y7tprWF0,comedy,A Question Of The Heart,Big Jay Oakerson,0.385,0.848
6hmx9X7xA2d3zQXXl8H45N,comedy,The female brain,Whitney Cummings,0.318,0.956
6nklwMjI8caZ5R0lyYetAA,comedy,Crying in Public,Ophira Eisenberg,0.548,0.456
3QI9MKWG4APu2FyMoLerqo,comedy,King of the Night Time World,Kyle Kinane,0.24,0.944
3ESxGLMBnrktn7ean4jEn0,comedy,TWO,Daniel Tosh,0.173,0.981
2hCgGbZGeiUImDzzIzm0UV,country,Bitches,Mitchell Tenpenny,0.763,0.688
06gD2ZtK3Dzc1BYqWExQJJ,country,Broken Halos,Chris Stapleton,0.538,0.564
1TKlBK9cSrM5u4CiL4SETS,country,Talladega,Eric Church,0.562,0.677
0r8iDf65NHgFgZOGLwj5r8,country,What Was I Thinkin',Dierks Bentley,0.933,0.825
42fw0rxRO2xbesF6mJfd4Y,country,Tequila,Dan + Shay,0.494,0.581
44I91P5aG9AjpMdxnQTjoe,country,I Was Jack (You Were Diane),Jake Owen,0.599,0.878
5S5rw0WLVCAux5B5bWCehK,country,I Like The Sound Of That,Rascal Flatts,0.527,0.8
2lvJIKJYyV9gkQVN1NoSMg,country,"Honey, I'm Home",Shania Twain,0.815,0.747
7EeTwuxEO4JXNbQP7nhrDB,country,Trashy Women - Remastered Version,Confederate Railroad,0.864,0.795
6uVzeU47Qzg0rrMneP5BNg,country,Love Ain't,Eli Young Band,0.727,0.851
2Wj1AZdBPMA1mkuuoTfOPg,country,Lonely Call,RaeLynn,0.243,0.722
2qYsSHsYkihWx043HVJQRV,country,Dirt Road Anthem,Jason Aldean,0.635,0.741
4TnUKixNWMfajncgdSwFoi,country,Amarillo By Morning,George Strait,0.621,0.361
4L9TrvjOnUjOVqPusbCQfs,country,Ain't Nothing 'Bout You,Brooks & Dunn,0.72,0.857
503sFkc8Y2eyGnM6cu8kHm,country,It's Your Love,Tim McGraw,0.364,0.528
5wKVFoSD7ppsjTvsniDGes,dance,Bang That,Disclosure,0.648,0.843
0sxvPuybHVMwEvCSfbJDM6,dance,I Can Be Somebody (feat. Erin McCarley),Deorro,0.238,0.482
1F5YhpXlaJwwVCfg0Px1ta,dance,"Puppet Theatre (feat. Peter, Bjorn and John)",Claptone,0.663,0.648
0VffaI2jwQknRrxpECYHsF,dance,Greyhound,Swedish House Mafia,0.539,0.806
0qDSP2YloyLkDan7LKdE7d,dance,Like That,Pantheon,0.42,0.697
3vpB70GRXCfKgHFX1SZVZx,dance,Worth It (We Are Nuts! Bassline Mix),Bollocks Deejays,0.63,0.902
5auepChUKwbHO1NWBwqGBN,dance,One Last Night On Earth - Speaker Of The House Remix,Dada Life,0.126,0.832
5wsskBPgW3pw876uCa9JX4,dance,The Only Way Is Up,Tiësto,0.15,0.739
58stjpV04lJKmPgc2vxm6J,dance,Love Is All I Got,Feed Me,0.407,0.776
152kYn6HxbRSWBlkkZHWGN,dance,What's Your Name,Dillon Francis,0.662,0.853
3QZx9TxRrfb1Wpg4XFnZiO,dance,Love Lost,Alan Braxe,0.624,0.613
4jnkpcabTEcQe64tFvR4bP,dance,Unfinished Sympathy (feat. Jasmine Thompson),The Six,0.78,0.71
4s3CHmungRHAI5ho2edqXb,dance,Cry For You,September,0.96,0.878
6JEWDRfYmn51nfA7SUiN7u,dance,One Touch,Baauer,0.268,0.547
29yTYeI2H6Lb3tGzhxiwlS,dance,The Mara - Duke Dumont Edit,Kiwi,0.569,0.824
5WnrPxk5Tmus7Xd8Pv8JM8,dancehall,Faxe Kondi,Klumben,0.583,0.491
45Y5EshIZkNnE70nrColBB,dancehall,When You Hear The Bassline,Major Lazer,0.462,0.796
5Fc2diaL9rKxukYeHV6T9i,dancehall,Shelly Ann,Red Rat,0.822,0.748
0NdGw6EieDYg2URPjxp3Od,dancehall,We Be Burnin' - Legalize It,Sean Paul,0.872,0.868
24ZzwmpFaa2dB46pcEon8o,dancehall,Fi Di Jockey (Raw),Aidonia,0.462,0.882
2173xlsBXp3Ug9gwRAoWBO,dancehall,Dream,Various Artists,0.342,0.09
5LHlIudAN2fauwWF1fAcqJ,dancehall,Broad Out - Raw,RDX,0.81,0.905
4f1er3ZuMpVuFKwAseQ1E9,dancehall,Slow Wind - Remix featuring Sean Paul and Akon,R. Kelly,0.459,0.673
7ha7zYOryB0rpnMTa4S75U,dancehall,Got 2 Luv U (feat. Alexis Jordan),Sean Paul,0.647,0.793
2CIwj1to6gy7KWvV11R7mf,dancehall,Tear Drops,Vybz Kartel,0.462,0.908
7lpvfFlNSIKpawWnJumBTD,dancehall,Rah Rah,Elephant Man,0.79,0.837
65URJTA6RhlGXKdTCUMIEz,dancehall,Am Coming,Konshens,0.791,0.652
6VkyzbGSiE3BoP0IrwtvlL,dancehall,Chat To Mi Back,Lady Saw,0.547,0.756
29Y6nW06b0PeNqtvC80juD,dancehall,Church Heathen,Various Artists,0.158,0.63
0k2GOhqsrxDTAbFFSdNJjT,dancehall,Temperature,Sean Paul,0.822,0.6
0fSXUcMQosp1c9R9w7Y478,death-metal,Silence,Decapitated,0.0349,0.0523
0UzhWantC3SRDwpNA6ygXt,death-metal,Death in Fire,Amon Amarth,0.164,0.986
4MBavfATSy2HYk9jqa13HM,death-metal,Fear Is The Weakness,In Flames,0.385,0.953
13ORo6nuNhNLniacmJVocI,death-metal,The Truth Above,Deicide,0.0792,0.968
4DUF5hZMBIcAmEF5MAfqzx,death-metal,"1,000 Eyes",Death,0.0762,0.993
70xiD3YlH4tz0NwyuC8s4D,death-metal,Vengeance Is Mine,Morbid Angel,0.391,0.966
2PeqySMpiFn1jBpyW5i2m8,death-metal,Cataclysmic Purification,Suffocation,0.322,0.932
5Nj6j8jW1hbPNhHk0IUZeG,death-metal,Out Of Hand,Entombed,0.776,0.99
7J0UB6XoaehZBvEoD3vPrM,death-metal,Roswell 47,Hypocrisy,0.202,0.842
164InzXmSJUktggTiP2IJJ,death-metal,Misery's Crown,Dark Tranquillity,0.6,0.964
7Kz7QVWHPSu8SUmV3ph877,death-metal,All For Me,In Flames,0.275,0.956
5gT22wURmXcioHWn7HIWhq,death-metal,Where The Last Wave Broke,Insomnium,0.131,0.98
12Y73AQEjYzhQp6lRLzyLq,death-metal,This Is The War,Vader,0.0986,0.996
0ySuAMumI22t37FyJWdDCc,death-metal,In Your Words,Lamb of God,0.0791,0.973
5fCIuc7Ljbhk1HhNt36eW0,death-metal,From Darkness Come,Deicide,0.253,0.981
1vulVufYMov2nQTHPSXhvq,deep-house,The Future Is Yours,Kraak & Smaak,0.571,0.565
1nBLOe7ixqBz1OSjbBmwhB,deep-house,Feel What I Feel - Extended Mix,Jonas Rathsman,0.563,0.764
2rPUrzBhgT3jlyZfjEGiPz,deep-house,Jammin' - Huxley Remix,SHOW-B,0.532,0.681
2gnGtOtacNfK1hlo6VicQe,deep-house,Predictable - Ben Pearce Re-Work,Ben Pearce,0.388,0.618
0BwjI607jo8HFH16xl8EAL,deep-house,Let's Groove - Claptone Remix,George Morel,0.371,0.418
1vQ92830bxiBcIhpUj4qrn,deep-house,The Veldt - Radio Edit,deadmau5,0.485,0.759
4K39UDnOBP393alo83mh5v,deep-house,Lonely Days - Hunter_Game Remix,Pete Tong,0.835,0.704
0xtif1cPZHjjeGiyN6fmDc,deep-house,Melodica - Original Mix,Stimming,0.557,0.451
2kOrSVDi8lCumZNJQDrzLQ,deep-house,Something Special,Various Artists,0.354,0.266
6lWuJS86p0q5JAKekgETcN,deep-house,Sky and Sand,Paul Kalkbrenner,0.526,0.329
3Uf2bjapELrAhKFvb8WHDs,deep-house,Inspector Norse,Todd Terje,0.89,0.781
7Hc8tJ6SAh3KRSV7ElVDN3,deep-house,Odyssey,Gorgon City,0.262,0.834
6z9rsYMMS1ZI9QaNZ5yEo5,deep-house,Fall For You (feat. April) - Sandy Rivera's Classic Mix,Various Artists,0.604,0.324
3YvmTh8Kgo4sT6JhrN1LkO,deep-house,Nostalgia,Various Artists,0.756,0.57
5wkA652P5RZkAfjSB6MuPG,deep-house,Love Too Deep - Original Mix,Redondo,0.949,0.776
4OtjwYogpLwzsAOj5bXJ5c,detroit-techno,People Make The World Go 'Round,Inner Zone Orchestra,0.25,0.259
7pIUtnk3nvmjEIG4uGoDZP,detroit-techno,Technic 1200,Dopplereffekt,0.483,0.618
1hUnLQ8hJV1oVVOsAcKVyk,detroit-techno,Track A1 taken from AX-009B,Various Artists,0.498,0.938
17s75WK0FhhWFvciC8IfSa,detroit-techno,After School Special,Detroit Grand Pubahs,0.573,0.71
29MJSLsimU9qZdJCgmaEK3,detroit-techno,Poor People Must Work - Carl Craig Remix W/ Bobbo Shanti,Rhythm & Sound,0.147,0.418
3EafCqMEmxlmHTXsGarvkL,detroit-techno,Full Album DJ mix,Various Artists,0.291,0.765
3D4HNO2PSQyf5Iu9ChcTap,detroit-techno,In Side,Plastikman,0.0533,0.269
3aCaoR4anIUgCyKHtQXOOX,detroit-techno,Aquatic,Deepchord,0.462,0.598
2YZGF9XDFv5255q0qeDYVo,detroit-techno,Dusk Til Dawn,Juan Atkins,0.122,0.242
1uL3XiQLEky2idJg51ADdR,detroit-techno,Slow Motion Katrina,Robert Hood,0.106,0.5
2x4TZZ35WPte3Wk9ZBBznF,detroit-techno,Formulaic Mode,Stacey Pullen,0.481,0.812
6wl0JfhwvPsJrRrvFEuzQH,detroit-techno,Angel - Jerome S Vocal Dub,Carl Craig,0.334,0.755
2pa3xxyC2AyoejkdCa76Yu,detroit-techno,I Believe,Octave One,0.606,0.981
6c9B8JEK9ehVtcrsFVHVcm,detroit-techno,Mystical Rhythm,Vince Watson,0.61,0.696
6OP9i0I3AuE4oZL3FtCPz3,detroit-techno,Electric Entourage,Model 500,0.823,0.855
6MvTH94jL3GxlVFO5Ssk1L,disco,Papaoutai,Stromae,0.262,0.825
42VCvYO7xY4jvvS93OKCZx,disco,Ladies Night - Single Version,Kool & The Gang,0.886,0.644
0FRelX0g1nNDFt6nvtiakE,disco,Hangover,Taio Cruz,0.635,0.888
6hDH3YWFdcUNQjubYztIsG,disco,Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,0.605,0.853
1R2SZUOGJqqBiLuvwKOT2Y,disco,Gangnam Style (강남스타일),PSY,0.757,0.938
2aEuA8PSqLa17Y4hKPj5rr,disco,Cheri Cheri Lady,Modern Talking,0.851,0.616
1EqYoza9iMnxB9O0TwAeOO,disco,Albatraoz,Albatraoz,0.798,0.731
7MoKXLQeI0Bh2QodCjDO4K,disco,Can't Get You out of My Head,Kylie Minogue,0.964,0.563
00X0DE4qBqxxBLp6trlCWs,disco,Fest hos Mange,Mange Makers,0.451,0.59
31UBcyZkwJRy2ZV5XpMlxh,disco,Lady Bump,Penny McLean,0.965,0.511
0DiWol3AO6WpXZgp0goxAV,disco,One More Time,Daft Punk,0.476,0.697
40AYRnDKhhrH4JZO4KS9Dj,disco,Reload - Vocal Version / Radio Edit,Sebastian Ingrosso,0.434,0.736
7oK9VyNzrYvRFo7nQEYkWN,disco,Mr. Brightside,The Killers,0.232,0.924
49FYlytm3dAAraYgpoJZux,disco,Umbrella,Rihanna,0.575,0.829
4bDPAI0FJyimc8drS1zfLH,disney,Mt. Wannahockaloogie,Thomas Newman,0.0639,0.0916
6bcCrByBZgx8FYwuKE4Jgu,disney,Far Longer Than Forever,Various Artists,0.199,0.176
7bG6SQBGZthPDG5QJL5Gf7,disney,"In Summer - From ""Frozen""/Soundtrack Version",Various Artists,0.684,0.342
7Ly3iB2S2riCNaqRHRaOrx,disney,Kiss The Girl,Various Artists,0.842,0.805
3H6pACf6TWppYiFitIDQVc,disney,"A Cottage in the Woods - From ""Sleeping Beauty""/Score",Various Artists,0.184,0.0765
7r6ubHsaieaig4kORmmsDy,disney,We Rock,Various Artists,0.799,0.953
518McN4FHcIEvhSQiXLPn7,disney,Människa,Phil Collins,0.635,0.722
47of42eH4l5vd5RHRn8wFS,disney,Whale Chase,Various Artists,0.198,0.372
7DETWEnTmY875dC5Q8gvqV,disney,Ordinary Girl,Hannah Montana,0.398,0.847
45RmMaxyGkQG7HNp5SKxoK,disney,Into The Sunlight,Various Artists,0.0789,0.058
1lOSxJNCLvWm2bYaTcTSmK,disney,"Mother Knows Best - From ""Tangled""/Soundtrack Version",Various Artists,0.473,0.259
6YpU93CdpOUWGThYgcC7jp,disney,Find Yourself,Various Artists,0.257,0.391
5jqPB8Yg5k81AK5fajfkhp,disney,She Never Felt Alone,Various Artists,0.368,0.293
7yjFIo2Qc4kNAIXBI9gXfq,disney,"Aurora's Return / Maleficent's Evil Spell - From ""Sleeping Beauty""/Score",Various Artists,0.0613,0.0333
08d0SqyajLBFI8OE58DPdu,disney,The Ends Of The Earth,Various Artists,0.31,0.218
2b1I0nGlLbgmQlMQIdEgci,drum-and-bass,Die For You – Shockone Rmx,Cutline,0.0753,0.873
5YBD6z33SdRjkDnNZLszHm,drum-and-bass,Born Again - Serial Killaz Mix,Rebel MC,0.793,0.94
0ZcR8LX5cGLxr2v93WUIFO,drum-and-bass,Machine Gun - 16 Bit Remix,Noisia,0.305,0.885
42cmbbP7HuGo0UJAzkdaWM,drum-and-bass,Count On Me,Chase & Status,0.583,0.908
1W2bpF6yRNKvLFqGlhkWeQ,drum-and-bass,Lost,Hybrid Minds,0.037,0.77
7rvkrfMUtA4k5KRRfREkFy,drum-and-bass,Ghosts n Stuff - Sub Focus Remix,deadmau5,0.292,0.824
5zQWvvkQPsDytutZhFT0eR,drum-and-bass,Must Be The Feeling - Brookes Brothers Remix,NERO,0.594,0.924
7GZPz0d1Ti5PfrvtC5uqaK,drum-and-bass,Scribble - Netsky Remix,Underworld,0.135,0.815
411rcI6KFOx1BYw8HY4shd,drum-and-bass,Reprise - Original Mix,Feint,0.212,0.868
3ml9mE0RQ4ojL77mGuYt2n,drum-and-bass,Paint It Black,Various Artists,0.287,0.944
091C4XO9SYuibgVZZHVuVP,drum-and-bass,Your Sound,Various Artists,0.403,0.933
0uUVc2qApdyMSP9jzkv8q2,drum-and-bass,Take You There,Maduk,0.348,0.912
4tDI4RmuOMdvuENHkkBMAw,drum-and-bass,Pay Your Own Way,Tantrum Desire,0.147,0.93
3cqrkwQDwITnjJkJgHsqUa,drum-and-bass,Metropolis,Adam F,0.159,0.812
7Hlhb6SLS8q6pH7ZkJ88gQ,drum-and-bass,Midnight Express,Dieselboy + Evol Intent + Ewun,0.211,0.931
4BixqNXCAl6AbY7TPC4u3M,dub,Guilt - Radio Edit,NERO,0.175,0.852
2mtZIYe8uK59Uk2er1MRIa,dub,Heads Up (The Glitch Mob Remix),Bassnectar,0.332,0.863
1fc12F23NDBAN1Y75GEc1v,dub,Bass Cannon,Flux Pavilion,0.0402,0.827
7tE0fgDReF5RFRLurbzM0S,dub,Frozen - Cookie Monsta Remix,Various Artists,0.106,0.975
6MvnaaOcD1pP19CegzGyII,dub,Dubstep Master Killer,Various Artists,0.843,0.89
4SMciQoW2tOVieBAg6U2Qj,dub,I Know the Truth,Pretty Lights,0.296,0.939
7sCIdsYQ8Nxoj6TjB1Eb7P,dub,Toulouse - Original Mix,Nicky Romero,0.266,0.91
37m6SzNaXjBaAkFclKj3kM,dub,Getting Nowhere (feat. John Legend) - Breakage As Hard As We Try Remix,Magnetic Man,0.275,0.661
2D8sGpZP2Z3uOckXR5wAFa,dub,Party Up (Up In Here) [Dubstep Remix],DMX,0.798,0.628
5VEjO7hVwWWCfHVkkTRZXP,dub,Pumped Up Kicks (Dubstep Re-Mix),Dubstep Kings,0.957,0.879
7pSL8v5Ac2e9wb0G8aBVpP,dub,Fucking Noise,Flux Pavilion,0.126,0.921
1yt5V0Nv3lIDtaseaRNM28,dub,Take Me To The Hospital - Rusko Remix,The Prodigy,0.279,0.752
1bpiVDi5y1cbMy0UkccQL1,dub,Real Life?,Kill The Noise,0.362,0.566
1h79OdMEuxrYiceG3IXt04,dub,Chalwa,10 Ft. Ganja Plant,0.937,0.611
5WlUplaVMvwsXKxzn9VDeq,dub,BassWaves,Dubstep Anthems,0.488,0.85
1kKK0u2QD1sfgU9o1bMF29,dubstep,Typhoon,Foreign Beggars,0.113,0.912
2uM8EuKY4FjY8n2JcENJfM,dubstep,Superliminal,deadmau5,0.0365,0.617
3AS3EvTDzswEFmQU8kyJtM,dubstep,Promise Me - Original Mix,Kezwik,0.181,0.875
5ELSYORAiuCfcmru9GH4ab,dubstep,Space Cowboy - Original,xKore,0.204,0.912
0OS7gsqsYZvFYjYM6SgZMk,dubstep,Somebody To Love - Sigma Remix,Rusko,0.436,0.958
4ce29VAx1D8f3HULOHHA3K,dubstep,LRAD,Knife Party,0.186,0.889
5Yv87fU5ZTPmGovEyvTCQ3,dubstep,Pain Killer - Kouncilhouse Remix,Kouncilhouse,0.234,0.962
53vJGKfm25KT22hXvCTU4I,dubstep,Reasons (feat. Andrew Allen),Various Artists,0.799,0.705
76jmXjmUePMiMJhH3O8W1Y,dubstep,Burning - Dubba Jonny Remix,Various Artists,0.111,0.643
4YlAdZBuW5mww5GcqZ4aFy,dubstep,I Need Air (feat. Angela Hunte),Magnetic Man,0.391,0.829
3pIFV8sRDlXvoZk7Pz6Kru,dubstep,Magnum,xKore,0.44,0.815
66KqlMugH9YWdNAmDssmDj,dubstep,8 Bit Superhero - Eptic Remix,Excision,0.0379,0.911
3mYP2JXlrv2iLyU8GIAszA,dubstep,Bullseye,KDrew,0.439,0.729
7lftiY4q9jSBT1hPnwF2u5,dubstep,What Is Light? Where Is Laughter? (Skrillex Remix),Twin Atlantic,0.392,0.987
2k5eWC4C4hV2aLDnnfug2c,dubstep,Oh No,Zeds Dead,0.249,0.892
4KHDdWCH1NCtFv2mVGNkCH,edm,Apollo - Original Mix,Hardwell,0.201,0.791
78upcMhaz0KEaZWGOsQzg0,edm,B4 the Dual,Benga,0.177,0.68
1elKl1ciiw49uTFZ4CTbEs,edm,Stopping Us,Deorro,0.209,0.837
7qAWdfgvuDJQlhjppYtAfA,edm,Sail - Unlimited Gravity Remix,AWOLNATION,0.42,0.47
4wY96U0SoyCGt2fpsvcEL3,edm,BINGBONG,Various Artists,0.529,0.976
3mAoSvZ1glnC18ZOC21ysv,edm,Kick Snare,Crissy Criss,0.0985,0.817
4HEFKRGM0Z3c24PtBkUYtc,edm,Disconnected,Various Artists,0.365,0.891
3RWnOQTAOOvkoe02KIS9dP,edm,"Goin' In - Skrillex ""Goin' Hard"" Mix",Birdy Nam Nam,0.593,0.93
3lfGAVWfr3sdcrnv7PzfrM,edm,Rabbit Whore - Original Mix,Savant,0.269,0.624
4JJb5x4qGaKXYaxCahGbEq,edm,Everyday - (Netsky Remix),Rusko,0.138,0.928
1EsdqTsiQPaUJ82iy7KfS1,edm,Endless Fantasy,Anamanaguchi,0.31,0.753
0IybRjoZcqzZhOHIIhJ1vU,edm,Doomsday Machine,Far Too Loud,0.449,0.933
0pqcBQEac8n9Rf9fMWOZoU,edm,Higher,Beatarce,0.472,0.74
05ghH87Bc09RLmS8QTKIWk,edm,Core - Original Mix,RL Grime,0.616,0.949
5e6ltkEapmCbst7fwncdSI,electro,Imprint of Pleasure - Original Mix,Tube & Berger,0.499,0.615
37YWwmlRl1GonSwjRuOiEq,electro,Aerodynamic - Daft Punk Remix,Daft Punk,0.181,0.928
4GqvWKAq6uKAcivJGnNAhR,electro,Ping Pong,Armin van Buuren,0.554,0.935
2ndeRWn6rZ2y4N5LY3q9wf,electro,New Lands,Justice,0.261,0.841
0xIVvRmjztR1AwuHrkhH41,electro,Addicted To You,Avicii,0.303,0.785
6JMZJUyjquUbx3X7tRqMLt,electro,Dragons,Caravan Palace,0.674,0.906
1EpqOqXfsQ2LDZf5E1tZdy,electro,Kids - Soulwax Mix,MGMT,0.291,0.857
4NWInbSwkbjIFmBylQ7PBl,electro,Sally´s Dance feat. Cleo Panther,Parov Stelar,0.616,0.682
619bJQ9uDi8dnXzLebFI7y,electro,When Love Takes Over (feat. Kelly Rowland),David Guetta,0.496,0.863
61S6wtjY80a6vHxP3JHSgE,electro,212,Azealia Banks,0.663,0.763
1pKYYY0dkg23sQQXi0Q5zN,electro,Around the World,Daft Punk,0.841,0.795
2VtvQ8ktC250QeAU0aQ7MA,electro,We Are Rockstars,"Does It Offend You, Yeah?",0.389,0.954
7JPZYBDynF6KlqJyLfTI3K,electro,Acceptable in the 80's,Calvin Harris,0.931,0.807
1XKVklnNFXUd7ygc0bTake,electro,The Princess,Parov Stelar,0.64,0.457
6i7fGIyktBDlEe4PlpiU0Q,electro,Lunar,David Guetta,0.275,0.804
4iVbMHv3CYSF3zVKKoUA18,electronic,Röyksopp Forever,Röyksopp,0.743,0.782
4osxePfXPhLLm1wlKs79Nw,electronic,Feed The Dada - Radio Edit,Dada Life,0.441,0.902
06BoKUwRoskASDa4Aha5xM,electronic,Baptism,Crystal Castles,0.144,0.819
39PCdFgfywR9PbCl1q3wHU,electronic,A Case Of You,James Blake,0.497,0.263
156oozyC0SdsnMrNnvMQQ1,electronic,Omen,The Prodigy,0.529,0.954
5zG4pMcM2QILFOFL3Y3ZMf,electronic,"Revolution (feat. Faustix, Imanos & Kai)",Diplo,0.309,0.724
1NeLwFETswx8Fzxl2AFl91,electronic,Something About Us,Daft Punk,0.384,0.475
5hCh2Lpczm74c0ML4HeXHe,electronic,Grand Theft Ecstasy - Original Mix,Feed Me,0.538,0.5
0VSdYNTKyZZZRYSHDVb4YQ,electronic,Guilt,NERO,0.154,0.849
2BndJYJQ17UcEeUFJP5JmY,electronic,Paradise Circus,Massive Attack,0.297,0.591
1R4Wur1quddtGH2SN1cWQM,electronic,Remind Me - Radio Edit,Röyksopp,0.909,0.518
7Cg3F9ZsZ2TYUnlza49NYh,electronic,Kong,Bonobo,0.674,0.749
26esELUNWXobcpBzAIK8Rn,electronic,Ruffneck - Flex,Skrillex,0.653,0.904
6PtXobrqImYfnpIxNsJApa,electronic,Bad (feat. Vassy) - Radio Edit,David Guetta,0.411,0.972
52JTm74BAXB37krURlHPRl,emo,Light With a Sharpened Edge,The Used,0.477,0.925
1jlG3KJ3gdYmhfuySFfpO1,emo,I'm with You,Avril Lavigne,0.208,0.406
3oBVYX2OJdJejUTp9ooNYW,emo,Me And The Moon,Something Corporate,0.155,0.643
3xxc2WBLmsAo8m4s52Fvmn,emo,Dusk And Summer,Dashboard Confessional,0.0991,0.269
5lJVCbb4sgnCX4BRC0XMh3,emo,Never Will Come For Us,Braid,0.223,0.754
7DFNE7NO0raLIUbgzY2rzm,emo,Let Her Go,Passenger,0.244,0.538
6J7cSyvSCnPwv3vqHchEfL,emo,If It Means a Lot to You,A Day To Remember,0.44,0.536
1fJFuvU2ldmeAm5nFIHcPP,emo,First Date,blink-182,0.882,0.928
1VNWaY3uNfoeWqb5U8x2QX,emo,Lonely Day,System Of A Down,0.215,0.796
4DZMDQ8K6eOVFDNjjUOQkK,emo,Hold on Till May (feat. Lindsey Stamey),Pierce The Veil,0.347,0.914
5npLaLy3K064QvAXE6nu7B,emo,You Are So Beautiful,Escape the Fate,0.593,0.891
528rajP3OyhornDwrsQrt4,emo,Listening,The Used,0.408,0.907
5BmagRD7Thki6O1zZwbxBy,emo,The Boys of Summer,The Ataris,0.264,0.954
1W7qU24wO2iFZTd9TRglr9,emo,Beautiful Remains,Black Veil Brides,0.268,0.986
5GZEeowhvSieFDiR8fQ2im,emo,9 Crimes,Damien Rice,0.116,0.139
6EB1urn3bHjTXjkT9twKxZ,folk,"John Wayne Gacy, Jr.",Sufjan Stevens,0.183,0.179
54KFQB6N4pn926IUUYZGzK,folk,To Build A Home,The Cinematic Orchestra,0.0735,0.122
4psC5agYNMRBscGeLTqhc3,folk,20 Years,The Civil Wars,0.346,0.296
7tdXvaCZmWZJOrZE9zFXpr,folk,The Blower's Daughter,Damien Rice,0.0775,0.192
4BBFEhlXWJhNvQYT8Ozqq9,folk,I Will Be Blessed,Ben Howard,0.336,0.345
60ZGteAEtPCnGE6zevgUcd,folk,Mountain Sound,Of Monsters and Men,0.37,0.879
7pPpktBix6VFxm3D2pNSNK,folk,Couer d'Alene,The Head And The Heart,0.493,0.632
558BHSecDFS85E2L2aKzP8,folk,Land Locked Blues,Bright Eyes,0.339,0.259
6IN5LJsJQNPwzkytnTtrJC,folk,The Violet Hour,The Civil Wars,0.166,0.18
3lh3iiiJeiBXHSZw6u0kh6,folk,Into the Mystic - 2013 Remaster,Van Morrison,0.797,0.524
2OSFVOSDhNqYiwRhYbhele,folk,Follow the Sun,Xavier Rudd,0.218,0.391
